  -4.69 75.00 51997  600 -0.97 34.87  0.25 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997  700 -1.00 34.87  0.25 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997  800 -0.96 34.87  0.37 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997  900 -0.92 34.88  0.37 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997 1000 -0.92 34.88  0.29 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997 1200 -0.88 34.88  0.16 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997 1400 -0.79 34.90  0.28 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997 2000 -0.92 34.90  0.25 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997 3000 -0.97 34.90  0.34 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997 3503 -0.97 34.90  0.33 -99.9                                                 Risebrobakken et al (2003)
  19.97 70.67 51995   30  5.07 34.42  0.17 -99.9                                                 Risebrobakken et al (2003)
  19.97 70.67 51995   50  5.37 34.54  0.24 -99.9                                                 Risebrobakken et al (2003)
  19.97 70.67 51995   75  5.59 34.65  0.01 -99.9                                                 Risebrobakken et al (2003)
  19.97 70.67 51995  100  5.84 34.75  0.23 -99.9                                                 Risebrobakken et al (2003)
  19.62 72.25 51995   20  5.34 35.05  0.12 -99.9                                                 Risebrobakken et al (2003)
  19.62 72.25 51995   30  5.32 35.05  0.37 -99.9                                                 Risebrobakken et al (2003)
  19.62 72.25 51995   50  5.30 35.05 -0.21 -99.9                                                 Risebrobakken et al (2003)
  19.62 72.25 51995   75  5.25 35.05  0.25 -99.9                                                 Risebrobakken et al (2003)
  19.62 72.25 51995  125  5.19 35.04  0.14 -99.9                                                 Risebrobakken et al (2003)
  19.62 72.25 51995  150  5.12 35.04  0.47 -99.9                                                 Risebrobakken et al (2003)
  19.62 72.25 51995  300  4.28 35.02  0.10 -99.9                                                 Risebrobakken et al (2003)
  19.52 72.75 51995    5  5.39 35.05  0.04 -99.9                                                 Risebrobakken et al (2003)
  19.52 72.75 51995  100  5.11 35.04  0.10 -99.9                                                 Risebrobakken et al (2003)
  19.52 72.75 51995  250  4.80 35.03  0.04 -99.9                                                 Risebrobakken et al (2003)
  17.61 74.39 51995    5 -0.03 34.56  0.15 -99.9                                                 Risebrobakken et al (2003)
  17.61 74.39 51995   10  0.06 34.58  0.35 -99.9                                                 Risebrobakken et al (2003)
  17.61 74.39 51995   20  0.97 34.70  0.26 -99.9                                                 Risebrobakken et al (2003)
  17.61 74.39 51995   30  1.85 34.78  0.21 -99.9                                                 Risebrobakken et al (2003)
